SampleID,curated_file_Name,Row_File_Name,Row,Pear,Bowtie,MothurQC,F649_R889,F649_R889_bacteria,F649_R889_choa1,F649_R889_otu,F649_R889_PD,F649_R889_shannon,Project,Reserve,Species,Face,Tree,Day,Month,Year,season,Endo_exo,INC,legent1,lane,temp,rain,hum,VPD,GI,RI,Description
C01S20,Pear_bowtie_mothurQC_C01S20_F649_R889.fasta,Core-01-S20-Exo-T23C2_S20_L001_R1_001.fastq,19440,15392,15309,13109,9503,4874,598.4,265,17.30562,2.622552682,Acacia,Shizaf,tortilis,Center,23,24,1,2015,Winter,Exosphere,core_all,Exosphere_tortilis,C01,15.3,18.8,67,645,0.3512413697,0.3582997699,Exosphere_tortilis23_1_Center
C01S27,Pear_bowtie_mothurQC_C01S27_F649_R889.fasta,Core-01-S27-Exo-6R284C6_S27_L001_R1_001.fastq,93083,80959,80836,69772,60298,25976,640.4418605,352,17.99993,3.998383263,Acacia,Shizaf,raddiana,Center,284,22,1,2015,Winter,Exosphere,core_all,Exosphere_raddiana,C01,15.3,18.8,67,645,0.354788737,0.3588661554,Exosphere_raddiana284_1_Center
C01S24,Pear_bowtie_mothurQC_C01S24_F649_R889.fasta,Core-01-S24-Exo-R286C5_S24_L001_R1_001.fastq,2126,1235,1230,1022,853,788,171.4285714,60,6.29866,2.046504628,Acacia,Shizaf,raddiana,Center,286,22,1,2015,Winter,Exosphere,core_all,Exosphere_raddiana,C01,15.3,18.8,67,645,0.353,0.354,Exosphere_raddiana286_1_Center
C01S18,Pear_bowtie_mothurQC_C01S18_F649_R889.fasta,Core-01-S18-Exo-T300C2_S18_L001_R1_001.fastq,100242,86074,85942,73507,44164,42500,480.4,202,14.30065,2.2703111,Acacia,Shizaf,tortilis,Center,300,24,1,2015,Winter,Exosphere,core_all,Exosphere_tortilis,C01,15.3,18.8,67,645,0.35,0.362,Exosphere_tortilis300_1_Center
L6_S30,Pear_bowtie_mothurQC_L6_S30_F649_R889.fasta,03-15-T04C1_S30_L001_R1_001.fastq,44074,28674,28580,21224,15234,4495,208,69,5.40755,1.770950595,Acacia,Shizaf,tortilis,Center,23,24,3,2015,Winter,Exosphere,core_all,Exosphere_tortilis,6,21.4,21.6,30,1893,0.3483253117,0.3607321451,Exosphere_tortilis23_3_Center
L6_S21,Pear_bowtie_mothurQC_L6_S21_F649_R889.fasta,03-15-R01C1_S21_L001_R1_001.fastq,210176,162051,161746,123833,49739,3722,483.8717949,261,16.87861,3.225684212,Acacia,Shizaf,raddiana,Center,284,24,3,2015,Winter,Exosphere,core_all,Exosphere_raddiana,6,21.4,21.6,30,1893,0.3485536368,0.3712155444,Exosphere_raddiana284_3_Center
L6_S24,Pear_bowtie_mothurQC_L6_S24_F649_R889.fasta,03-15-R02C1_S24_L001_R1_001.fastq,227609,169455,169101,128240,49042,4318,408.125,275,16.50344,6.217120866,Acacia,Shizaf,raddiana,Center,286,24,3,2015,Winter,Exosphere,core_all,Exosphere_raddiana,6,21.4,21.6,30,1893,0.348,0.369,Exosphere_raddiana286_3_Center
L6_S27,Pear_bowtie_mothurQC_L6_S27_F649_R889.fasta,03-15-T03C1_S27_L001_R1_001.fastq,96922,77059,76927,58019,31098,5984,835.9491525,464,22.43423,5.85013811,Acacia,Shizaf,tortilis,Center,300,24,3,2015,Winter,Exosphere,core_all,Exosphere_tortilis,6,21.4,21.6,30,1893,0.3483253117,0.3607321451,Exosphere_tortilis300_3_Center
L6_S42,Pear_bowtie_mothurQC_L6_S42_F649_R889.fasta,04-15-T04C1_S42_L001_R1_001.fastq,126578,103022,102848,77771,45652,3875,339,179,11.58699,4.100617561,Acacia,Shizaf,tortilis,Center,23,20,4,2015,Spring,Exosphere,core_all,Exosphere_tortilis,6,26,0.9,34,2543,0.3463800564,0.3813599303,Exosphere_tortilis23_4_Center
L6_S33,Pear_bowtie_mothurQC_L6_S33_F649_R889.fasta,04-15-R01C1_S33_L001_R1_001.fastq,123685,95189,94900,71797,34670,3381,645.7,326,18.68631,6.00865301,Acacia,Shizaf,raddiana,Center,284,20,4,2015,Spring,Exosphere,core_all,Exosphere_raddiana,6,26,0.9,34,2543,0.3511113426,0.3922560124,Exosphere_raddiana284_4_Center
L6_S36,Pear_bowtie_mothurQC_L6_S36_F649_R889.fasta,04-15-R02C1_S36_L001_R1_001.fastq,180855,118687,118461,91480,33064,678,257.05,149,10.9447,5.751766618,Acacia,Shizaf,raddiana,Center,286,20,4,2015,Spring,Exosphere,core_all,Exosphere_raddiana,6,26,0.9,34,2543,0.3511113426,0.3922560124,Exosphere_raddiana286_4_Center
L6_S39,Pear_bowtie_mothurQC_L6_S39_F649_R889.fasta,04-15-T03C1_S39_L001_R1_001.fastq,133566,115769,115597,86621,46723,12358,920.8888889,579,25.39216,5.722499516,Acacia,Shizaf,tortilis,Center,300,20,4,2015,Spring,Exosphere,core_all,Exosphere_tortilis,6,26,0.9,34,2543,0.3463800564,0.3813599303,Exosphere_tortilis300_4_Center
L7_S12,Pear_bowtie_mothurQC_L7_S12_F649_R889.fasta,05-15-T04C1_S12_L001_R1_001.fastq,136545,83682,82911,68909,39644,23985,1199.37037,677,28.84784,5.993038918,Acacia,Shizaf,tortilis,Center,23,28,5,2015,Spring,Exosphere,core_all,Exosphere_tortilis,7,34.6,0,29,4189,0.3400736068,0.3780810896,Exosphere_tortilis23_5_Center
L7_S3,Pear_bowtie_mothurQC_L7_S3_F649_R889.fasta,05-15-R01C1_S3_L001_R1_001.fastq,199948,143089,141693,119245,67788,20334,1053.016129,564,26.37582,5.89324465,Acacia,Shizaf,raddiana,Center,284,28,5,2015,Spring,Exosphere,core_all,Exosphere_raddiana,7,34.6,0,29,4189,0.3448385126,0.3970721059,Exosphere_raddiana284_5_Center
L7_S6,Pear_bowtie_mothurQC_L7_S6_F649_R889.fasta,05-15-R02C1_S6_L001_R1_001.fastq,344758,254812,252820,215009,67684,21664,569.0294118,318,19.69371,3.718592418,Acacia,Shizaf,raddiana,Center,286,28,5,2015,Spring,Exosphere,core_all,Exosphere_raddiana,7,34.6,0,29,4189,0.343,0.388,Exosphere_raddiana286_5_Center
L7_S9,Pear_bowtie_mothurQC_L7_S9_F649_R889.fasta,05-15-T03C1_S9_L001_R1_001.fastq,76469,39019,38541,31975,19210,14175,888.9230769,547,25.30062,6.101600595,Acacia,Shizaf,tortilis,Center,300,28,5,2015,Spring,Exosphere,core_all,Exosphere_tortilis,7,34.6,0,29,4189,0.3400736068,0.3780810896,Exosphere_tortilis300_5_Center
L6_S12,Pear_bowtie_mothurQC_L6_S12_F649_R889.fasta,06-15-T04C1_S12_L001_R1_001.fastq,80098,48542,48337,35112,26372,15615,648.8,341,16.48603,5.050417686,Acacia,Shizaf,tortilis,Center,23,11,6,2015,Summer,Exosphere,core_all,Exosphere_tortilis,6,29.3,0,46,2403,0.351,0.41,Exosphere_tortilis23_6_Center
L6_S3,Pear_bowtie_mothurQC_L6_S3_F649_R889.fasta,06-15-R01C1_S3_L001_R1_001.fastq,33334,26831,26785,19607,13077,10921,1009.71831,601,26.77193,5.666433728,Acacia,Shizaf,raddiana,Center,284,11,6,2015,Summer,Exosphere,core_all,Exosphere_raddiana,6,29.3,0,46,2403,0.3317843201,0.3819231156,Exosphere_raddiana284_6_Center
L6_S6,Pear_bowtie_mothurQC_L6_S6_F649_R889.fasta,06-15-R02C1_S6_L001_R1_001.fastq,143925,114800,114526,86146,43638,5678,380.8888889,216,13.18049,3.12266585,Acacia,Shizaf,raddiana,Center,286,11,6,2015,Summer,Exosphere,core_all,Exosphere_raddiana,6,29.3,0,46,2403,0.335,0.365,Exosphere_raddiana286_6_Center
C01S14,Pear_bowtie_mothurQC_C01S14_F649_R889.fasta,Core-01-S14-Exo-T300C5_S14_L001_R1_001.fastq,50120,43381,43315,37681,30653,9364,580.1206897,387,20.12269,3.476574688,Acacia,Shizaf,tortilis,Center,300,11,6,2015,Summer,Exosphere,core_all,Exosphere_tortilis,C01,29.3,0,46,2403,0.3400266543,0.37461374,Exosphere_tortilis300_6_Center
L6_S86,Pear_bowtie_mothurQC_L6_S86_F649_R889.fasta,07-15-T52S3_S86_L001_R1_001.fastq,49986,42109,41974,31004,21307,8077,380.0454545,245,13.36777,4.474414186,Acacia,Shizaf,raddiana,Center,286,10,7,2015,Summer,Exosphere,core_all,Exosphere_raddiana,6,31.4,0,39,3003,0.33,0.346,Exosphere_raddiana25_7_Center
L6_S88,Pear_bowtie_mothurQC_L6_S88_F649_R889.fasta,07-15-T54S3_S88_L001_R1_001.fastq,107186,89531,89374,66569,41836,14639,621.0714286,355,17.20755,5.235911829,Acacia,Shizaf,tortilis,Center,23,10,7,2015,Summer,Exosphere,core_all,Exosphere_tortilis,6,31.4,0,39,3003,0.335,0.375,Exosphere_tortilis209_7_Center
L6_S78,Pear_bowtie_mothurQC_L6_S78_F649_R889.fasta,07-15-R45S_S78_L001_R1_001.fastq,143071,92028,91840,70923,21340,2884,642.44,249,15.21867,4.1711871,Acacia,Shizaf,raddiana,Center,284,10,7,2015,Summer,Exosphere,core_all,Exosphere_raddiana,6,31.4,0,39,3003,0.3291544485,0.3706749375,Exosphere_raddiana274_7_Center
L6_S9,Pear_bowtie_mothurQC_L6_S9_F649_R889.fasta,06-15-T03C1_S9_L001_R1_001.fastq,170466,138977,138733,104791,56147,10108,665.8823529,415,20.03319,4.755947963,Acacia,Shizaf,tortilis,Center,300,10,7,2015,Summer,Exosphere,core_all,Exosphere_tortilis,6,31.4,0,39,3003,0.3385668313,0.3708256695,Exosphere_tortilis300_7_Center
L7_S26,Pear_bowtie_mothurQC_L7_S26_F649_R889.fasta,09-15-T04C1_S26_L001_R1_001.fastq,144182,82815,82022,68170,39500,24853,975.0123457,626,27.85099,6.099929764,Acacia,Shizaf,tortilis,Center,23,30,9,2015,Summer,Exosphere,core_all,Exosphere_tortilis,7,31,0,43,2669,0.336271692,0.3895236676,Exosphere_tortilis23_9_Center
L7_S33,Pear_bowtie_mothurQC_L7_S33_F649_R889.fasta,09-15-R67S_S33_L001_R1_001.fastq,52983,19590,19238,15977,8876,4041,393.6666667,175,8.47467,5.271314782,Acacia,Shizaf,raddiana,Center,284,30,9,2015,Summer,Exosphere,core_all,Exosphere_raddiana,7,31,0,43,2669,0.343,0.371,Exosphere_raddiana283_9_Center
L7_S21,Pear_bowtie_mothurQC_L7_S21_F649_R889.fasta,09-15-R02C1_S21_L001_R1_001.fastq,93328,58518,58065,48928,32654,11865,742.7567568,454,20.7799,6.529308582,Acacia,Shizaf,raddiana,Center,286,30,9,2015,Summer,Exosphere,core_all,Exosphere_raddiana,7,31,0,43,2669,0.343,0.377,Exosphere_raddiana286_9_Center
L7_S31,Pear_bowtie_mothurQC_L7_S31_F649_R889.fasta,09-15-T65S_S31_L001_R1_001.fastq,127604,86018,85260,71549,44166,16491,845.8333333,451,21.82198,4.44526442,Acacia,Shizaf,tortilis,Center,300,30,9,2015,Summer,Exosphere,core_all,Exosphere_tortilis,7,31,0,43,2669,0.323,0.361,Exosphere_tortilis295_9_Center
L7_S46,Pear_bowtie_mothurQC_L7_S46_F649_R889.fasta,10-15-T04C1_S46_L001_R1_001.fastq,51300,31681,31303,26016,17521,12008,882.8730159,510,22.46432,5.007439307,Acacia,Shizaf,tortilis,Center,23,18,10,2015,Autumn,Exosphere,core_all,Exosphere_tortilis,7,29.6,0,50,2200,0.3381016336,0.3949869131,Exosphere_tortilis23_10_Center
L7_S37,Pear_bowtie_mothurQC_L7_S37_F649_R889.fasta,10-15-R01C1_S37_L001_R1_001.fastq,53927,26965,26532,21834,14622,11328,870.6315789,550,22.32942,6.641505492,Acacia,Shizaf,raddiana,Center,284,18,10,2015,Autumn,Exosphere,core_all,Exosphere_raddiana,7,29.6,0,50,2200,0.3434265179,0.3947120239,Exosphere_raddiana284_10_Center
L7_S40,Pear_bowtie_mothurQC_L7_S40_F649_R889.fasta,10-15-R02C1_S40_L001_R1_001.fastq,110373,65518,64937,53981,32524,19016,1152.408451,695,28.19271,6.744382414,Acacia,Shizaf,raddiana,Center,286,18,10,2015,Autumn,Exosphere,core_all,Exosphere_raddiana,7,29.6,0,50,2200,0.343,0.365,Exosphere_raddiana286_10_Center
L7_S43,Pear_bowtie_mothurQC_L7_S43_F649_R889.fasta,10-15-T03C1_S43_L001_R1_001.fastq,107688,71717,70974,59456,33316,11524,1086.918605,685,29.15476,6.567998572,Acacia,Shizaf,tortilis,Center,300,18,10,2015,Autumn,Exosphere,core_all,Exosphere_tortilis,7,29.6,0,50,2200,0.3381016336,0.3949869131,Exosphere_tortilis300_10_Center
L7_S66,Pear_bowtie_mothurQC_L7_S66_F649_R889.fasta,11-15-T04C1_S66_L001_R1_001.fastq,152612,104601,103606,85773,48759,34228,1175.261905,666,28.89304,5.875588003,Acacia,Shizaf,tortilis,Center,23,16,11,2015,Autumn,Exosphere,core_all,Exosphere_tortilis,7,35.5,14.8,45,1725,0.422,0.343,Exosphere_tortilis23_11_Center
L7_S57,Pear_bowtie_mothurQC_L7_S57_F649_R889.fasta,11-15-R01C1_S57_L001_R1_001.fastq,130955,92326,91561,76874,48287,16444,822.2641509,520,24.38333,5.468265765,Acacia,Shizaf,raddiana,Center,284,16,11,2015,Autumn,Exosphere,core_all,Exosphere_raddiana,7,26.5,14.8,45,1725,0.433,0.339,Exosphere_raddiana284_11_Center
L7_S60,Pear_bowtie_mothurQC_L7_S60_F649_R889.fasta,11-15-R02C1_S60_L001_R1_001.fastq,54436,30086,29631,25128,11744,1539,243,145,11.61257,4.189735079,Acacia,Shizaf,raddiana,Center,286,16,11,2015,Autumn,Exosphere,core_all,Exosphere_raddiana,7,29.5,14.8,45,1725,0.389,0.334,Exosphere_raddiana286_11_Center
L7_S63,Pear_bowtie_mothurQC_L7_S63_F649_R889.fasta,11-15-T03C1_S63_L001_R1_001.fastq,45569,27132,26886,22300,13697,7336,721.6956522,442,20.19365,5.528147327,Acacia,Shizaf,tortilis,Center,300,16,11,2015,Autumn,Exosphere,core_all,Exosphere_tortilis,7,32.5,14.8,45,1725,0.428,0.331,Exosphere_tortilis300_11_Center
C01S22,Pear_bowtie_mothurQC_C01S22_F649_R889.fasta,Core-01-S22-Exo-T23N2_S22_L001_R1_001.fastq,43872,36461,36305,30618,27950,19182,750.5,473,22.27527,5.195478676,Acacia,Shizaf,tortilis,North,23,24,1,2015,Winter,Exosphere,core_all,Exosphere_tortilis,C01,15.3,18.8,67,645,0.3512413697,0.3582997699,Exosphere_tortilis23_1_North
C01S28,Pear_bowtie_mothurQC_C01S28_F649_R889.fasta,Core-01-S28-Exo-5R284N2_S28_L001_R1_001.fastq,155223,127713,127494,110873,64828,13496,322.4615385,167,10.83933,2.458388474,Acacia,Shizaf,raddiana,North,284,22,1,2015,Winter,Exosphere,core_all,Exosphere_raddiana,C01,15.3,18.8,67,645,0.354788737,0.3588661554,Exosphere_raddiana284_1_North
C01S25,Pear_bowtie_mothurQC_C01S25_F649_R889.fasta,Core-01-S25-Exo-8R286N2_S25_L001_R1_001.fastq,101330,88796,88699,76473,57982,30865,425.6,159,11.08516,2.16199907,Acacia,Shizaf,raddiana,North,286,22,1,2015,Winter,Exosphere,core_all,Exosphere_raddiana,C01,15.3,18.8,67,645,0.353,0.354,Exosphere_raddiana286_1_North
C01S19,Pear_bowtie_mothurQC_C01S19_F649_R889.fasta,Core-01-S19-Exo-T300N2_S19_L001_R1_001.fastq,71690,62142,62058,51987,45501,36815,1151.1,715,31.13046,6.673765218,Acacia,Shizaf,tortilis,North,300,24,1,2015,Winter,Exosphere,core_all,Exosphere_tortilis,C01,15.3,18.8,67,645,0.35,0.362,Exosphere_tortilis300_1_North
L6_S28,Pear_bowtie_mothurQC_L6_S28_F649_R889.fasta,03-15-T04N1_S28_L001_R1_001.fastq,66358,55531,55431,42113,22311,1879,270.8333333,155,11.02428,4.848232906,Acacia,Shizaf,tortilis,North,23,24,3,2015,Winter,Exosphere,core_all,Exosphere_tortilis,6,21.4,21.6,30,1893,0.3483253117,0.3607321451,Exosphere_tortilis23_3_North
L6_S19,Pear_bowtie_mothurQC_L6_S19_F649_R889.fasta,03-15-R01N1_S19_L001_R1_001.fastq,156419,101718,101503,78421,25700,1089,481,226,15.32315,5.814721022,Acacia,Shizaf,raddiana,North,284,24,3,2015,Winter,Exosphere,core_all,Exosphere_raddiana,6,21.4,21.6,30,1893,0.3485536368,0.3712155444,Exosphere_raddiana284_3_North
L6_S22,Pear_bowtie_mothurQC_L6_S22_F649_R889.fasta,03-15-R02N1_S22_L001_R1_001.fastq,275690,212342,211583,153392,65163,60751,877.9,589,26.67462,6.23759477,Acacia,Shizaf,raddiana,North,286,24,3,2015,Winter,Exosphere,core_all,Exosphere_raddiana,6,21.4,21.6,30,1893,0.348,0.369,Exosphere_raddiana286_3_North
L6_S25,Pear_bowtie_mothurQC_L6_S25_F649_R889.fasta,03-15-T03N1_S25_L001_R1_001.fastq,41142,33614,33572,25078,17585,8721,535.4594595,341,17.87337,5.505031195,Acacia,Shizaf,tortilis,North,300,24,3,2015,Winter,Exosphere,core_all,Exosphere_tortilis,6,21.4,21.6,30,1893,0.3483253117,0.3607321451,Exosphere_tortilis300_3_North
L6_S40,Pear_bowtie_mothurQC_L6_S40_F649_R889.fasta,04-15-T04N1_S40_L001_R1_001.fastq,50831,42422,42347,31396,16443,10841,1016.202128,659,28.53167,5.684685405,Acacia,Shizaf,tortilis,North,23,20,4,2015,Spring,Exosphere,core_all,Exosphere_tortilis,6,26,0.9,34,2543,0.3463800564,0.3813599303,Exosphere_tortilis23_4_North
L6_S31,Pear_bowtie_mothurQC_L6_S31_F649_R889.fasta,04-15-R01N1_S31_L001_R1_001.fastq,138244,90473,90300,69988,20795,167,115.8571429,45,6.01857,4.584233602,Acacia,Shizaf,raddiana,North,284,20,4,2015,Spring,Exosphere,core_all,Exosphere_raddiana,6,26,0.9,34,2543,0.3511113426,0.3922560124,Exosphere_raddiana284_4_North
L6_S34,Pear_bowtie_mothurQC_L6_S34_F649_R889.fasta,04-15-R02N1_S34_L001_R1_001.fastq,187760,119289,119035,86708,48076,44008,424.1538462,143,10.36947,0.9569941679,Acacia,Shizaf,raddiana,North,286,20,4,2015,Spring,Exosphere,core_all,Exosphere_raddiana,6,26,0.9,34,2543,0.3511113426,0.3922560124,Exosphere_raddiana286_4_North
L6_S37,Pear_bowtie_mothurQC_L6_S37_F649_R889.fasta,04-15-T03N1_S37_L001_R1_001.fastq,33193,25474,25420,19049,11793,4113,466.5,237,12.64631,5.087842269,Acacia,Shizaf,tortilis,North,300,20,4,2015,Spring,Exosphere,core_all,Exosphere_tortilis,6,26,0.9,34,2543,0.3463800564,0.3813599303,Exosphere_tortilis300_4_North
L7_S10,Pear_bowtie_mothurQC_L7_S10_F649_R889.fasta,05-15-T04N1_S10_L001_R1_001.fastq,127561,91814,91265,76751,36116,17679,1070.690141,572,23.79705,5.544698437,Acacia,Shizaf,tortilis,North,23,28,5,2015,Spring,Exosphere,core_all,Exosphere_tortilis,7,34.6,0,29,4189,0.3400736068,0.3780810896,Exosphere_tortilis23_5_North
L7_S1,Pear_bowtie_mothurQC_L7_S1_F649_R889.fasta,05-15-R01N1_S1_L001_R1_001.fastq,39526,20594,20384,17104,10021,4504,658.3947368,360,18.0649,6.231714777,Acacia,Shizaf,raddiana,North,284,28,5,2015,Spring,Exosphere,core_all,Exosphere_raddiana,7,34.6,0,29,4189,0.3448385126,0.3970721059,Exosphere_raddiana284_5_North
L7_S4,Pear_bowtie_mothurQC_L7_S4_F649_R889.fasta,05-15-R02N1_S4_L001_R1_001.fastq,133711,94933,94227,77944,54671,35410,856.1162791,487,23.54131,5.240747384,Acacia,Shizaf,raddiana,North,286,28,5,2015,Spring,Exosphere,core_all,Exosphere_raddiana,7,34.6,0,29,4189,0.343,0.388,Exosphere_raddiana286_5_North
L7_S7,Pear_bowtie_mothurQC_L7_S7_F649_R889.fasta,05-15-T03N1_S7_L001_R1_001.fastq,176592,113640,112691,94528,52781,26812,958.0555556,568,24.83129,6.134912457,Acacia,Shizaf,tortilis,North,300,28,5,2015,Spring,Exosphere,core_all,Exosphere_tortilis,7,34.6,0,29,4189,0.3400736068,0.3780810896,Exosphere_tortilis300_5_North
L7_S16,Pear_bowtie_mothurQC_L7_S16_F649_R889.fasta,06-15-R63N_S16_L001_R1_001.fastq,139593,97944,97227,81635,44831,23783,1069.5625,625,27.03863,6.527433612,Acacia,Shizaf,raddiana,North,284,11,6,2015,Summer,Exosphere,core_all,Exosphere_raddiana,7,29.3,0,46,2403,0.3317843201,0.3819231156,Exosphere_raddiana14_6_North
L6_S10,Pear_bowtie_mothurQC_L6_S10_F649_R889.fasta,06-15-T04N1_S10_L001_R1_001.fastq,224273,175235,174833,132865,62051,3988,983.5445545,588,28.25696,6.457689081,Acacia,Shizaf,tortilis,North,23,11,6,2015,Summer,Exosphere,core_all,Exosphere_tortilis,6,29.3,0,46,2403,0.351,0.41,Exosphere_tortilis23_6_North
L6_S4,Pear_bowtie_mothurQC_L6_S4_F649_R889.fasta,06-15-R02N1_S4_L001_R1_001.fastq,67416,53423,53337,39924,26205,9256,745,423,19.80904,5.710543044,Acacia,Shizaf,raddiana,North,286,11,6,2015,Summer,Exosphere,core_all,Exosphere_raddiana,6,29.3,0,46,2403,0.335,0.365,Exosphere_raddiana286_6_North
L6_S7,Pear_bowtie_mothurQC_L6_S7_F649_R889.fasta,06-15-T03N1_S7_L001_R1_001.fastq,262231,217885,217539,168605,70189,860,318.5263158,148,11.23207,5.342077801,Acacia,Shizaf,tortilis,North,300,11,6,2015,Summer,Exosphere,core_all,Exosphere_tortilis,6,29.3,0,46,2403,0.3400266543,0.37461374,Exosphere_tortilis300_6_North
L6_S17,Pear_bowtie_mothurQC_L6_S17_F649_R889.fasta,07-15-T04N1_S17_L001_R1_001.fastq,138024,112520,112299,80429,62005,51172,490.5681818,285,16.5957,2.059758909,Acacia,Shizaf,tortilis,North,23,10,7,2015,Summer,Exosphere,core_all,Exosphere_tortilis,6,31.4,0,39,3003,0.3385668313,0.3708256695,Exosphere_tortilis23_7_North
L6_S70,Pear_bowtie_mothurQC_L6_S70_F649_R889.fasta,06-15-T40N_S70_L001_R1_001.fastq,111469,85053,84877,64102,34299,2233,404.5,189,12.27534,5.138561132,Acacia,Shizaf,raddiana,North,284,10,7,2015,Summer,Exosphere,core_all,Exosphere_raddiana,6,31.4,0,39,3003,0.3291544485,0.3706749375,Exosphere_raddiana284_7_North
L6_S14,Pear_bowtie_mothurQC_L6_S14_F649_R889.fasta,07-15-R02N1_S14_L001_R1_001.fastq,78539,65909,65808,49777,36814,13908,735,386,21.10571,4.709455981,Acacia,Shizaf,raddiana,North,286,10,7,2015,Summer,Exosphere,core_all,Exosphere_raddiana,6,31.4,0,39,3003,0.333,0.358,Exosphere_raddiana286_7_North
L6_S15,Pear_bowtie_mothurQC_L6_S15_F649_R889.fasta,07-15-T03N1_S15_L001_R1_001.fastq,84564,71315,71190,51597,39934,30984,567.8235294,345,17.81231,4.216746712,Acacia,Shizaf,tortilis,North,300,10,7,2015,Summer,Exosphere,core_all,Exosphere_tortilis,6,31.4,0,39,3003,0.3385668313,0.3708256695,Exosphere_tortilis300_7_North
L7_S24,Pear_bowtie_mothurQC_L7_S24_F649_R889.fasta,09-15-T04N1_S24_L001_R1_001.fastq,170412,118098,116862,97303,59987,41196,1189.555556,768,32.64336,6.334570531,Acacia,Shizaf,tortilis,North,23,30,9,2015,Summer,Exosphere,core_all,Exosphere_tortilis,7,31,0,43,2669,0.336271692,0.3895236676,Exosphere_tortilis23_9_North
L7_S17,Pear_bowtie_mothurQC_L7_S17_F649_R889.fasta,09-15-R01N1_S17_L001_R1_001.fastq,43515,28871,28624,24077,10358,1906,594.25,286,15.97491,6.108774516,Acacia,Shizaf,raddiana,North,284,30,9,2015,Summer,Exosphere,core_all,Exosphere_raddiana,7,31,0,43,2669,0.3431279696,0.3830960495,Exosphere_raddiana284_9_North
